order_id,account_id,date,product_id,category,unit_price,quantity,revenue,margin
ORD-ACC-0001-0014,ACC-0001,2024-05-23,PT-02,Precision Tools,1706.3,5,8531.5,2388.82
ORD-ACC-0001-0016,ACC-0001,2024-05-25,PT-01,Precision Tools,3313.07,4,13252.28,3710.64
ORD-ACC-0001-0010,ACC-0001,2024-05-26,PM-03,Packaging Materials,24.31,3,72.93,5.83
ORD-ACC-0001-0010,ACC-0001,2024-05-26,CS-01,Chemical Supplies,945.19,2,1890.38,415.88
ORD-ACC-0001-0010,ACC-0001,2024-05-26,CS-02,Cleaning Supplies,41.9,4,167.6,15.08
ORD-ACC-0001-0015,ACC-0001,2024-05-27,PM-02,Packaging Materials,56.28,1,56.28,4.5
ORD-ACC-0001-0015,ACC-0001,2024-05-27,IE-03,Industrial Equipment,13733.21,5,68666.05,23346.46
ORD-ACC-0001-0015,ACC-0001,2024-05-27,CS-01,Chemical Supplies,992.49,2,1984.98,436.7
ORD-ACC-0001-0027,ACC-0001,2024-06-07,CS-01,Chemical Supplies,985.6,1,985.6,216.83
ORD-ACC-0001-0021,ACC-0001,2024-06-11,CS-02,Cleaning Supplies,42.59,4,170.36,15.33
ORD-ACC-0001-0030,ACC-0001,2024-06-11,PM-02,Packaging Materials,56.32,5,281.6,22.53
ORD-ACC-0001-0029,ACC-0001,2024-06-15,PM-03,Packaging Materials,24.12,5,120.6,9.65
ORD-ACC-0001-0022,ACC-0001,2024-06-17,CS-02,Cleaning Supplies,42.9,1,42.9,3.86
ORD-ACC-0001-0022,ACC-0001,2024-06-17,CS-03,Chemical Supplies,499.19,5,2495.95,549.11
ORD-ACC-0001-0023,ACC-0001,2024-06-18,SG-03,Safety Gear,462.28,3,1386.84,249.63
ORD-ACC-0001-0023,ACC-0001,2024-06-18,CS-03,Cleaning Supplies,46.31,2,92.62,8.34
ORD-ACC-0001-0024,ACC-0001,2024-06-18,CS-02,Cleaning Supplies,43.14,2,86.28,7.77
ORD-ACC-0001-0024,ACC-0001,2024-06-18,IE-02,Industrial Equipment,10167.87,2,20335.74,6914.15
ORD-ACC-0001-0024,ACC-0001,2024-06-18,OS-02,Office Supplies,126.06,3,378.18,37.82
ORD-ACC-0001-0024,ACC-0001,2024-06-18,IE-01,Industrial Equipment,13551.3,2,27102.6,9214.88
ORD-ACC-0001-0028,ACC-0001,2024-06-24,CS-01,Chemical Supplies,950.81,1,950.81,209.18
ORD-ACC-0001-0026,ACC-0001,2024-06-26,CS-02,Cleaning Supplies,40.23,4,160.92,14.48
ORD-ACC-0001-0025,ACC-0001,2024-06-27,CS-02,Cleaning Supplies,40.22,3,120.66,10.86
ORD-ACC-0001-0033,ACC-0001,2024-07-03,SG-01,Safety Gear,466.49,2,932.98,167.94
ORD-ACC-0001-0033,ACC-0001,2024-07-03,PM-03,Packaging Materials,23.59,3,70.77,5.66
ORD-ACC-0001-0035,ACC-0001,2024-07-04,PM-03,Packaging Materials,23.9,1,23.9,1.91
ORD-ACC-0001-0035,ACC-0001,2024-07-04,SG-03,Safety Gear,722.4,3,2167.2,390.1
ORD-ACC-0001-0035,ACC-0001,2024-07-04,CS-01,Chemical Supplies,930.3,4,3721.2,818.66
ORD-ACC-0001-0035,ACC-0001,2024-07-04,PT-01,Precision Tools,3453.18,5,17265.9,4834.45
ORD-ACC-0001-0031,ACC-0001,2024-07-07,CS-03,Cleaning Supplies,47.19,5,235.95,21.24
ORD-ACC-0001-0031,ACC-0001,2024-07-07,OS-02,Office Supplies,127.19,2,254.38,25.44
ORD-ACC-0001-0034,ACC-0001,2024-07-08,CS-03,Chemical Supplies,492.48,2,984.96,216.69
ORD-ACC-0001-0032,ACC-0001,2024-07-11,CS-03,Chemical Supplies,493.92,4,1975.68,434.65
ORD-ACC-0001-0039,ACC-0001,2024-07-16,IE-01,Industrial Equipment,12738.99,3,38216.97,12993.77
ORD-ACC-0001-0039,ACC-0001,2024-07-16,OS-03,Office Supplies,84.22,3,252.66,25.27
ORD-ACC-0001-0039,ACC-0001,2024-07-16,CS-03,Cleaning Supplies,48.27,3,144.81,13.03
ORD-ACC-0001-0037,ACC-0001,2024-07-23,CS-03,Chemical Supplies,498.14,1,498.14,109.59
ORD-ACC-0001-0038,ACC-0001,2024-07-24,CS-03,Chemical Supplies,478.86,4,1915.44,421.4
ORD-ACC-0001-0038,ACC-0001,2024-07-24,OS-01,Office Supplies,105.42,4,421.68,42.17
ORD-ACC-0001-0036,ACC-0001,2024-07-27,SG-01,Safety Gear,469.62,2,939.24,169.06
ORD-ACC-0001-0036,ACC-0001,2024-07-27,OS-03,Office Supplies,83.06,2,166.12,16.61
ORD-ACC-0001-0036,ACC-0001,2024-07-27,CS-02,Chemical Supplies,958.72,5,4793.6,1054.59
ORD-ACC-0001-0036,ACC-0001,2024-07-27,CS-01,Cleaning Supplies,51.01,1,51.01,4.59
ORD-ACC-0001-0044,ACC-0001,2024-08-01,SG-03,Safety Gear,733.2,5,3666.0,659.88
ORD-ACC-0001-0051,ACC-0001,2024-08-02,OS-02,Office Supplies,128.98,4,515.92,51.59
ORD-ACC-0001-0051,ACC-0001,2024-08-02,SG-01,Safety Gear,476.67,3,1430.01,257.4
ORD-ACC-0001-0042,ACC-0001,2024-08-05,SG-03,Safety Gear,737.41,5,3687.05,663.67
ORD-ACC-0001-0046,ACC-0001,2024-08-06,IE-01,Industrial Equipment,13233.11,3,39699.33,13497.77
ORD-ACC-0001-0046,ACC-0001,2024-08-06,OS-01,Office Supplies,105.03,1,105.03,10.5
ORD-ACC-0001-0046,ACC-0001,2024-08-06,CS-01,Cleaning Supplies,48.92,1,48.92,4.4
ORD-ACC-0001-0040,ACC-0001,2024-08-08,CS-02,Chemical Supplies,987.09,3,2961.27,651.48
ORD-ACC-0001-0049,ACC-0001,2024-08-09,CS-02,Cleaning Supplies,41.56,4,166.24,14.96
ORD-ACC-0001-0049,ACC-0001,2024-08-09,SG-02,Safety Gear,422.78,5,2113.9,380.5
ORD-ACC-0001-0041,ACC-0001,2024-08-11,OS-03,Office Supplies,85.4,5,427.0,42.7
ORD-ACC-0001-0041,ACC-0001,2024-08-11,PT-03,Precision Tools,4098.38,3,12295.14,3442.64
ORD-ACC-0001-0041,ACC-0001,2024-08-11,CS-02,Chemical Supplies,986.89,2,1973.78,434.23
ORD-ACC-0001-0050,ACC-0001,2024-08-12,PT-03,Precision Tools,4236.25,1,4236.25,1186.15
ORD-ACC-0001-0050,ACC-0001,2024-08-12,SG-02,Safety Gear,428.02,2,856.04,154.09
ORD-ACC-0001-0050,ACC-0001,2024-08-12,OS-02,Office Supplies,127.6,4,510.4,51.04
ORD-ACC-0001-0045,ACC-0001,2024-08-13,PT-02,Precision Tools,1651.98,3,4955.94,1387.66
ORD-ACC-0001-0048,ACC-0001,2024-08-15,PT-02,Precision Tools,1736.57,1,1736.57,486.24
ORD-ACC-0001-0043,ACC-0001,2024-08-18,CS-03,Chemical Supplies,482.34,3,1447.02,318.34
ORD-ACC-0001-0043,ACC-0001,2024-08-18,CS-01,Cleaning Supplies,51.17,3,153.51,13.82
ORD-ACC-0001-0047,ACC-0001,2024-08-19,PM-01,Packaging Materials,33.74,2,67.48,5.4
ORD-ACC-0001-0047,ACC-0001,2024-08-19,OS-02,Office Supplies,123.73,2,247.46,24.75
ORD-ACC-0001-0047,ACC-0001,2024-08-19,PM-02,Packaging Materials,56.89,1,56.89,4.55
ORD-ACC-0001-0070,ACC-0001,2024-09-02,IE-03,Industrial Equipment,14011.14,1,14011.14,4763.79
ORD-ACC-0001-0070,ACC-0001,2024-09-02,CS-02,Chemical Supplies,961.05,5,4805.25,1057.15
ORD-ACC-0001-0054,ACC-0001,2024-09-04,PT-01,Precision Tools,3529.37,5,17646.85,4941.12
ORD-ACC-0001-0054,ACC-0001,2024-09-04,SG-01,Safety Gear,359.11,4,1436.44,258.56
ORD-ACC-0001-0053,ACC-0001,2024-09-06,CS-03,Cleaning Supplies,49.0,5,245.0,22.05
ORD-ACC-0001-0059,ACC-0001,2024-09-07,PM-03,Packaging Materials,23.37,2,46.74,3.74
ORD-ACC-0001-0059,ACC-0001,2024-09-07,IE-01,Industrial Equipment,13180.33,1,13180.33,4481.31
ORD-ACC-0001-0056,ACC-0001,2024-09-08,SG-01,Safety Gear,341.26,1,341.26,61.43
ORD-ACC-0001-0058,ACC-0001,2024-09-08,IE-02,Industrial Equipment,9826.91,4,39307.64,13364.6
ORD-ACC-0001-0058,ACC-0001,2024-09-08,CS-01,Chemical Supplies,963.46,5,4817.3,1059.81
ORD-ACC-0001-0065,ACC-0001,2024-09-10,PT-02,Precision Tools,1683.69,4,6734.76,1885.73
ORD-ACC-0001-0065,ACC-0001,2024-09-10,IE-02,Industrial Equipment,9920.42,2,19840.84,6745.89
ORD-ACC-0001-0052,ACC-0001,2024-09-11,PM-02,Packaging Materials,57.15,3,171.45,13.72
ORD-ACC-0001-0066,ACC-0001,2024-09-13,CS-01,Cleaning Supplies,50.06,5,250.3,22.53
ORD-ACC-0001-0066,ACC-0001,2024-09-13,PM-02,Packaging Materials,55.82,5,279.1,22.33
ORD-ACC-0001-0066,ACC-0001,2024-09-13,SG-01,Safety Gear,364.3,4,1457.2,262.3
ORD-ACC-0001-0069,ACC-0001,2024-09-14,CS-02,Cleaning Supplies,41.46,2,82.92,7.46
ORD-ACC-0001-0060,ACC-0001,2024-09-17,SG-03,Safety Gear,532.57,1,532.57,95.86
ORD-ACC-0001-0061,ACC-0001,2024-09-17,PM-01,Packaging Materials,33.18,2,66.36,5.31
ORD-ACC-0001-0068,ACC-0001,2024-09-19,PM-01,Packaging Materials,35.54,4,142.16,11.37
ORD-ACC-0001-0062,ACC-0001,2024-09-20,PM-01,Packaging Materials,33.6,3,100.8,8.06
ORD-ACC-0001-0067,ACC-0001,2024-09-21,IE-01,Industrial Equipment,13670.97,5,68354.85,23240.65
ORD-ACC-0001-0057,ACC-0001,2024-09-23,PM-03,Packaging Materials,24.32,1,24.32,1.95
ORD-ACC-0001-0057,ACC-0001,2024-09-23,PT-03,Precision Tools,4250.4,3,12751.2,3570.34
ORD-ACC-0001-0063,ACC-0001,2024-09-24,CS-01,Cleaning Supplies,48.39,5,241.95,21.78
ORD-ACC-0001-0055,ACC-0001,2024-09-25,IE-02,Industrial Equipment,10163.73,1,10163.73,3455.67
ORD-ACC-0001-0055,ACC-0001,2024-09-25,PM-01,Packaging Materials,34.37,3,103.11,8.25
ORD-ACC-0001-0064,ACC-0001,2024-09-27,CS-01,Cleaning Supplies,51.57,5,257.85,23.21
ORD-ACC-0001-0072,ACC-0001,2024-10-01,CS-03,Chemical Supplies,496.2,3,1488.6,327.49
ORD-ACC-0001-0077,ACC-0001,2024-10-01,IE-02,Industrial Equipment,9884.22,5,49421.1,16803.17
ORD-ACC-0001-0077,ACC-0001,2024-10-01,SG-02,Safety Gear,275.07,5,1375.35,247.56
ORD-ACC-0001-0077,ACC-0001,2024-10-01,SG-01,Safety Gear,302.9,5,1514.5,272.61
ORD-ACC-0001-0080,ACC-0001,2024-10-02,OS-01,Office Supplies,106.8,1,106.8,10.68
ORD-ACC-0001-0082,ACC-0001,2024-10-03,IE-01,Industrial Equipment,12841.82,3,38525.46,13098.66
ORD-ACC-0001-0082,ACC-0001,2024-10-03,CS-03,Chemical Supplies,468.01,2,936.02,205.92
ORD-ACC-0001-0082,ACC-0001,2024-10-03,PM-03,Packaging Materials,22.52,3,67.56,5.4
ORD-ACC-0001-0076,ACC-0001,2024-10-05,CS-01,Cleaning Supplies,48.89,1,48.89,4.4
ORD-ACC-0001-0071,ACC-0001,2024-10-10,IE-02,Industrial Equipment,9941.91,2,19883.82,6760.5
ORD-ACC-0001-0071,ACC-0001,2024-10-10,SG-02,Safety Gear,267.95,2,535.9,96.46
ORD-ACC-0001-0071,ACC-0001,2024-10-10,IE-01,Industrial Equipment,13653.69,4,54614.76,18569.02
ORD-ACC-0001-0085,ACC-0001,2024-10-12,IE-03,Industrial Equipment,13774.76,2,27549.52,9366.84
ORD-ACC-0001-0085,ACC-0001,2024-10-12,OS-01,Office Supplies,109.86,5,549.3,54.93
ORD-ACC-0001-0085,ACC-0001,2024-10-12,SG-02,Safety Gear,272.92,2,545.84,98.25
ORD-ACC-0001-0079,ACC-0001,2024-10-14,SG-01,Safety Gear,307.02,4,1228.08,221.05
ORD-ACC-0001-0079,ACC-0001,2024-10-14,CS-03,Cleaning Supplies,47.22,1,47.22,4.25
ORD-ACC-0001-0075,ACC-0001,2024-10-15,PM-03,Packaging Materials,23.61,4,94.44,7.56
ORD-ACC-0001-0075,ACC-0001,2024-10-15,SG-01,Safety Gear,303.06,3,909.18,163.65
ORD-ACC-0001-0075,ACC-0001,2024-10-15,IE-02,Industrial Equipment,9915.46,2,19830.92,6742.51
ORD-ACC-0001-0084,ACC-0001,2024-10-19,IE-02,Industrial Equipment,10051.32,1,10051.32,3417.45
ORD-ACC-0001-0084,ACC-0001,2024-10-19,PT-03,Precision Tools,4360.23,3,13080.69,3662.59
ORD-ACC-0001-0078,ACC-0001,2024-10-21,PT-03,Precision Tools,4087.75,5,20438.75,5722.85
ORD-ACC-0001-0078,ACC-0001,2024-10-21,CS-01,Chemical Supplies,941.23,5,4706.15,1035.35
ORD-ACC-0001-0078,ACC-0001,2024-10-21,SG-02,Safety Gear,262.14,1,262.14,47.19
ORD-ACC-0001-0078,ACC-0001,2024-10-21,SG-01,Safety Gear,306.1,4,1224.4,220.39
ORD-ACC-0001-0078,ACC-0001,2024-10-21,CS-03,Cleaning Supplies,46.89,4,187.56,16.88
ORD-ACC-0001-0073,ACC-0001,2024-10-23,CS-03,Chemical Supplies,489.28,5,2446.4,538.21
ORD-ACC-0001-0081,ACC-0001,2024-10-24,SG-03,Safety Gear,466.52,1,466.52,83.97
ORD-ACC-0001-0081,ACC-0001,2024-10-24,IE-03,Industrial Equipment,13755.55,3,41266.65,14030.66
ORD-ACC-0001-0081,ACC-0001,2024-10-24,CS-01,Chemical Supplies,965.68,4,3862.72,849.8
ORD-ACC-0001-0081,ACC-0001,2024-10-24,CS-02,Chemical Supplies,992.83,4,3971.32,873.69
ORD-ACC-0001-0081,ACC-0001,2024-10-24,CS-01,Cleaning Supplies,51.83,2,103.66,9.33
ORD-ACC-0001-0081,ACC-0001,2024-10-24,PT-01,Precision Tools,3359.96,5,16799.8,4703.94
ORD-ACC-0001-0083,ACC-0001,2024-10-24,CS-01,Cleaning Supplies,52.0,2,104.0,9.36
ORD-ACC-0001-0083,ACC-0001,2024-10-24,PT-02,Precision Tools,1641.07,2,3282.14,919.0
ORD-ACC-0001-0083,ACC-0001,2024-10-24,PM-01,Packaging Materials,33.57,5,167.85,13.43
ORD-ACC-0001-0083,ACC-0001,2024-10-24,IE-03,Industrial Equipment,13948.79,1,13948.79,4742.59
ORD-ACC-0001-0083,ACC-0001,2024-10-24,OS-02,Office Supplies,122.18,1,122.18,12.22
ORD-ACC-0001-0083,ACC-0001,2024-10-24,PT-03,Precision Tools,4270.33,3,12810.99,3587.08
ORD-ACC-0001-0074,ACC-0001,2024-10-26,SG-03,Safety Gear,472.24,5,2361.2,425.02
ORD-ACC-0001-0074,ACC-0001,2024-10-26,SG-01,Safety Gear,292.61,4,1170.44,210.68
ORD-ACC-0001-0074,ACC-0001,2024-10-26,SG-02,Safety Gear,271.03,3,813.09,146.36
ORD-ACC-0001-0086,ACC-0001,2024-11-05,CS-03,Chemical Supplies,484.39,2,968.78,213.13
ORD-ACC-0001-0087,ACC-0001,2024-11-08,PT-01,Precision Tools,3584.7,1,3584.7,1003.72
ORD-ACC-0001-0087,ACC-0001,2024-11-08,SG-03,Safety Gear,449.32,1,449.32,80.88
ORD-ACC-0001-0087,ACC-0001,2024-11-08,CS-03,Cleaning Supplies,45.36,5,226.8,20.41
ORD-ACC-0001-0087,ACC-0001,2024-11-08,CS-01,Chemical Supplies,978.72,4,3914.88,861.27
ORD-ACC-0001-0088,ACC-0001,2024-11-08,PM-02,Packaging Materials,57.71,2,115.42,9.23
ORD-ACC-0001-0096,ACC-0001,2024-11-08,CS-02,Cleaning Supplies,41.08,3,123.24,11.09
ORD-ACC-0001-0096,ACC-0001,2024-11-08,OS-02,Office Supplies,120.83,5,604.15,60.41
ORD-ACC-0001-0093,ACC-0001,2024-11-15,PM-03,Packaging Materials,24.04,4,96.16,7.69
ORD-ACC-0001-0093,ACC-0001,2024-11-15,SG-03,Safety Gear,461.07,2,922.14,165.99
ORD-ACC-0001-0093,ACC-0001,2024-11-15,PT-02,Precision Tools,1726.63,5,8633.15,2417.28
ORD-ACC-0001-0093,ACC-0001,2024-11-15,SG-01,Safety Gear,306.38,4,1225.52,220.59
ORD-ACC-0001-0089,ACC-0001,2024-11-20,CS-03,Chemical Supplies,473.06,4,1892.24,416.29
ORD-ACC-0001-0089,ACC-0001,2024-11-20,OS-01,Office Supplies,103.97,5,519.85,51.99
ORD-ACC-0001-0089,ACC-0001,2024-11-20,CS-02,Chemical Supplies,946.76,1,946.76,208.29
ORD-ACC-0001-0091,ACC-0001,2024-11-20,OS-03,Office Supplies,88.67,4,354.68,35.47
ORD-ACC-0001-0091,ACC-0001,2024-11-20,PM-02,Packaging Materials,56.89,5,284.45,22.76
ORD-ACC-0001-0091,ACC-0001,2024-11-20,CS-03,Chemical Supplies,476.78,2,953.56,209.78
ORD-ACC-0001-0090,ACC-0001,2024-11-21,IE-01,Industrial Equipment,13666.2,2,27332.4,9293.02
ORD-ACC-0001-0092,ACC-0001,2024-11-22,OS-01,Office Supplies,107.9,4,431.6,43.16
ORD-ACC-0001-0094,ACC-0001,2024-11-22,PT-03,Precision Tools,4250.29,5,21251.45,5950.41
ORD-ACC-0001-0095,ACC-0001,2024-11-27,OS-01,Office Supplies,107.88,4,431.52,43.15
ORD-ACC-0001-0102,ACC-0001,2024-12-03,CS-03,Cleaning Supplies,47.88,4,191.52,17.24
ORD-ACC-0001-0102,ACC-0001,2024-12-03,SG-02,Safety Gear,278.24,2,556.48,100.17
ORD-ACC-0001-0097,ACC-0001,2024-12-05,OS-03,Office Supplies,87.95,3,263.85,26.39
ORD-ACC-0001-0100,ACC-0001,2024-12-08,IE-01,Industrial Equipment,12930.58,5,64652.9,21981.99
ORD-ACC-0001-0100,ACC-0001,2024-12-08,CS-02,Chemical Supplies,1004.19,4,4016.76,883.69
ORD-ACC-0001-0098,ACC-0001,2024-12-13,CS-03,Cleaning Supplies,47.34,1,47.34,4.26
ORD-ACC-0001-0101,ACC-0001,2024-12-21,SG-02,Safety Gear,258.36,2,516.72,93.01
ORD-ACC-0001-0099,ACC-0001,2024-12-24,SG-01,Safety Gear,300.99,4,1203.96,216.71
ORD-ACC-0001-0099,ACC-0001,2024-12-24,CS-03,Cleaning Supplies,47.54,3,142.62,12.84
ORD-ACC-0001-0103,ACC-0001,2024-12-25,PM-02,Packaging Materials,54.76,5,273.8,21.9
ORD-ACC-0001-0117,ACC-0001,2025-01-01,CS-03,Cleaning Supplies,46.58,1,46.58,4.19
ORD-ACC-0001-0117,ACC-0001,2025-01-01,PT-03,Precision Tools,4394.12,1,4394.12,1230.35
ORD-ACC-0001-0117,ACC-0001,2025-01-01,CS-02,Cleaning Supplies,41.99,1,41.99,3.78
ORD-ACC-0001-0109,ACC-0001,2025-01-04,CS-03,Cleaning Supplies,48.21,4,192.84,17.36
ORD-ACC-0001-0106,ACC-0001,2025-01-07,CS-03,Cleaning Supplies,45.53,1,45.53,4.1
ORD-ACC-0001-0106,ACC-0001,2025-01-07,OS-01,Office Supplies,103.42,5,517.1,51.71
ORD-ACC-0001-0112,ACC-0001,2025-01-09,CS-02,Chemical Supplies,498.62,3,1495.86,329.09
ORD-ACC-0001-0112,ACC-0001,2025-01-09,CS-01,Cleaning Supplies,50.01,2,100.02,9.0
ORD-ACC-0001-0115,ACC-0001,2025-01-11,SG-01,Safety Gear,284.1,2,568.2,102.28
ORD-ACC-0001-0111,ACC-0001,2025-01-12,OS-02,Office Supplies,126.38,3,379.14,37.91
ORD-ACC-0001-0111,ACC-0001,2025-01-12,PT-02,Precision Tools,1657.55,3,4972.65,1392.34
ORD-ACC-0001-0108,ACC-0001,2025-01-14,SG-01,Safety Gear,290.91,1,290.91,52.36
ORD-ACC-0001-0108,ACC-0001,2025-01-14,IE-02,Industrial Equipment,9767.48,4,39069.92,13283.77
ORD-ACC-0001-0108,ACC-0001,2025-01-14,PM-03,Packaging Materials,22.56,3,67.68,5.41
ORD-ACC-0001-0104,ACC-0001,2025-01-15,CS-03,Cleaning Supplies,47.21,4,188.84,17.0
ORD-ACC-0001-0104,ACC-0001,2025-01-15,CS-01,Chemical Supplies,494.56,2,989.12,217.61
ORD-ACC-0001-0104,ACC-0001,2025-01-15,CS-02,Chemical Supplies,475.22,5,2376.1,522.74
ORD-ACC-0001-0116,ACC-0001,2025-01-15,PT-02,Precision Tools,1678.81,1,1678.81,470.07
ORD-ACC-0001-0116,ACC-0001,2025-01-15,CS-02,Chemical Supplies,511.13,4,2044.52,449.79
ORD-ACC-0001-0116,ACC-0001,2025-01-15,SG-02,Safety Gear,267.69,4,1070.76,192.74
ORD-ACC-0001-0116,ACC-0001,2025-01-15,OS-03,Office Supplies,82.61,3,247.83,24.78
ORD-ACC-0001-0105,ACC-0001,2025-01-18,SG-03,Safety Gear,453.63,3,1360.89,244.96
ORD-ACC-0001-0105,ACC-0001,2025-01-18,OS-01,Office Supplies,107.97,2,215.94,21.59
ORD-ACC-0001-0113,ACC-0001,2025-01-19,SG-01,Safety Gear,296.3,2,592.6,106.67
ORD-ACC-0001-0113,ACC-0001,2025-01-19,PT-03,Precision Tools,4337.75,1,4337.75,1214.57
ORD-ACC-0001-0113,ACC-0001,2025-01-19,PT-02,Precision Tools,1654.63,4,6618.52,1853.19
ORD-ACC-0001-0107,ACC-0001,2025-01-20,OS-01,Office Supplies,110.51,3,331.53,33.15
ORD-ACC-0001-0110,ACC-0001,2025-01-22,PM-03,Packaging Materials,23.95,3,71.85,5.75
ORD-ACC-0001-0114,ACC-0001,2025-01-23,IE-03,Industrial Equipment,14244.59,5,71222.95,24215.8
ORD-ACC-0001-0126,ACC-0001,2025-02-02,PM-01,Packaging Materials,35.05,2,70.1,5.61
ORD-ACC-0001-0126,ACC-0001,2025-02-02,IE-03,Industrial Equipment,14354.07,1,14354.07,4880.38
ORD-ACC-0001-0121,ACC-0001,2025-02-03,PM-03,Packaging Materials,22.88,1,22.88,1.83
ORD-ACC-0001-0121,ACC-0001,2025-02-03,SG-02,Safety Gear,263.98,1,263.98,47.52
ORD-ACC-0001-0122,ACC-0001,2025-02-06,CS-03,Cleaning Supplies,46.73,3,140.19,12.62
ORD-ACC-0001-0122,ACC-0001,2025-02-06,PT-01,Precision Tools,3463.56,5,17317.8,4848.98
ORD-ACC-0001-0122,ACC-0001,2025-02-06,CS-02,Chemical Supplies,487.48,4,1949.92,428.98
ORD-ACC-0001-0120,ACC-0001,2025-02-07,OS-03,Office Supplies,87.68,5,438.4,43.84
ORD-ACC-0001-0120,ACC-0001,2025-02-07,OS-02,Office Supplies,127.08,3,381.24,38.12
ORD-ACC-0001-0120,ACC-0001,2025-02-07,PM-03,Packaging Materials,23.77,1,23.77,1.9
ORD-ACC-0001-0120,ACC-0001,2025-02-07,IE-02,Industrial Equipment,9594.06,5,47970.3,16309.9
ORD-ACC-0001-0120,ACC-0001,2025-02-07,PT-02,Precision Tools,1729.4,2,3458.8,968.46
ORD-ACC-0001-0120,ACC-0001,2025-02-07,IE-01,Industrial Equipment,12999.69,3,38999.07,13259.68
ORD-ACC-0001-0123,ACC-0001,2025-02-07,CS-03,Chemical Supplies,234.61,4,938.44,206.46
ORD-ACC-0001-0125,ACC-0001,2025-02-14,PM-01,Packaging Materials,35.27,3,105.81,8.46
ORD-ACC-0001-0118,ACC-0001,2025-02-17,CS-03,Cleaning Supplies,45.72,2,91.44,8.23
