account_id,account_name,month,revenue,margin,orders,lines,margin_pct,high_rev,high_share
ACC-102,Cedar & Co,2025-11,211151.88,61643.88,1,8,0.292,100929.69,0.478
ACC-102,Cedar & Co,2025-12,209301.79,59253.79,1,8,0.283,103281.48,0.493
ACC-102,Cedar & Co,2026-01,209925.46,56540.46,2,8,0.269,103536.3,0.493
ACC-102,Cedar & Co,2026-02,203489.13,56371.13,2,8,0.277,92450.36,0.454
ACC-102,Cedar & Co,2026-03,201601.02,58083.02,1,8,0.288,99122.12,0.492
ACC-102,Cedar & Co,2026-04,213182.31,61364.31,2,8,0.288,110220.67,0.517
ACC-102,Cedar & Co,2026-05,214465.25,61858.25,2,8,0.288,109228.87,0.509
ACC-102,Cedar & Co,2026-06,209061.18,58249.18,1,8,0.279,102134.86,0.489
ACC-102,Cedar & Co,2026-07,211309.3,62664.3,1,8,0.297,106902.28,0.506
ACC-102,Cedar & Co,2026-08,215237.31,61633.31,2,8,0.286,105194.44,0.489
ACC-103,Harbor Point Supplies,2024-09,258931.88,86325.88,1,8,0.333,185236.34,0.715
ACC-103,Harbor Point Supplies,2024-10,289831.53,98048.53,2,8,0.338,216926.87,0.748
ACC-103,Harbor Point Supplies,2024-11,290837.9,100340.9,1,8,0.345,211830.28,0.728
ACC-103,Harbor Point Supplies,2024-12,176129.19,51018.19,1,8,0.29,90711.29,0.515
ACC-103,Harbor Point Supplies,2025-01,166320.91,49584.91,2,8,0.298,87166.66,0.524
ACC-103,Harbor Point Supplies,2025-02,176661.34,52751.34,1,8,0.299,92541.6,0.524
ACC-103,Harbor Point Supplies,2025-03,294974.62,100903.62,1,8,0.342,215960.74,0.732
ACC-103,Harbor Point Supplies,2025-04,274696.58,94439.58,2,8,0.344,199404.29,0.726
ACC-103,Harbor Point Supplies,2025-05,265294.0,93922.0,1,8,0.354,187122.15,0.705
ACC-103,Harbor Point Supplies,2025-06,298380.9,105781.9,1,8,0.355,218619.29,0.733
ACC-103,Harbor Point Supplies,2025-07,297938.9,102185.9,1,8,0.343,217600.69,0.73
ACC-103,Harbor Point Supplies,2025-08,275172.14,94541.14,1,8,0.344,199557.2,0.725
ACC-103,Harbor Point Supplies,2025-09,269878.65,91495.65,1,8,0.339,196481.12,0.728
ACC-103,Harbor Point Supplies,2025-10,283934.63,96638.63,1,8,0.34,206588.23,0.728
ACC-103,Harbor Point Supplies,2025-11,274891.05,94316.05,2,8,0.343,200472.1,0.729
ACC-103,Harbor Point Supplies,2025-12,175536.13,53001.13,1,8,0.302,93205.34,0.531
ACC-103,Harbor Point Supplies,2026-01,167152.63,51026.63,1,8,0.305,87969.65,0.526
ACC-103,Harbor Point Supplies,2026-02,162370.83,48612.83,2,8,0.299,86251.72,0.531
ACC-103,Harbor Point Supplies,2026-03,282368.66,97669.66,1,8,0.346,206938.56,0.733
ACC-103,Harbor Point Supplies,2026-04,272131.12,91834.12,1,8,0.337,198224.27,0.728
ACC-103,Harbor Point Supplies,2026-05,267606.75,92177.75,1,8,0.344,190595.6,0.712
ACC-103,Harbor Point Supplies,2026-06,274181.32,93533.32,1,8,0.341,199139.9,0.726
ACC-103,Harbor Point Supplies,2026-07,281316.01,93856.01,2,8,0.334,203022.39,0.722
ACC-103,Harbor Point Supplies,2026-08,274376.2,95062.2,1,8,0.346,197285.35,0.719
ACC-104,Sunset Hardware,2024-09,215558.5,62553.5,2,8,0.29,103487.97,0.48
ACC-104,Sunset Hardware,2024-10,221887.9,65571.9,1,8,0.296,113438.41,0.511
ACC-104,Sunset Hardware,2024-11,209395.04,61926.04,1,8,0.296,107647.56,0.514
ACC-104,Sunset Hardware,2024-12,203037.59,56340.59,1,8,0.277,97113.43,0.478
ACC-104,Sunset Hardware,2025-01,198716.59,59600.59,1,8,0.3,101810.46,0.512
ACC-104,Sunset Hardware,2025-02,192193.36,54283.36,1,8,0.282,92664.68,0.482
ACC-104,Sunset Hardware,2025-03,176375.18,48707.18,1,8,0.276,81837.26,0.464
ACC-104,Sunset Hardware,2025-04,192984.77,56603.77,2,8,0.293,99687.59,0.517
ACC-104,Sunset Hardware,2025-05,171151.27,48087.27,2,8,0.281,80906.8,0.473
ACC-104,Sunset Hardware,2025-06,160365.45,44196.45,1,8,0.276,71439.97,0.445
ACC-104,Sunset Hardware,2025-07,164693.02,46346.02,2,8,0.281,80897.26000000001,0.491
ACC-104,Sunset Hardware,2025-08,181248.34,53369.34,1,8,0.294,95615.44,0.528
ACC-104,Sunset Hardware,2025-09,159878.99,44962.99,1,8,0.281,77182.98000000001,0.483
ACC-104,Sunset Hardware,2025-10,152134.57,42963.57,1,8,0.282,72223.72,0.475
ACC-104,Sunset Hardware,2025-11,149951.91,42371.91,1,8,0.283,71390.52,0.476
ACC-104,Sunset Hardware,2025-12,154219.75,44375.75,2,8,0.288,76985.42,0.499
ACC-104,Sunset Hardware,2026-01,144821.63,41628.63,1,8,0.287,70264.14,0.485
ACC-104,Sunset Hardware,2026-02,145313.41,42127.41,1,8,0.29,72287.33,0.497
ACC-104,Sunset Hardware,2026-03,133719.25,39091.25,1,8,0.292,65269.72,0.488
ACC-104,Sunset Hardware,2026-04,137880.59,40004.59,2,8,0.29,69457.47,0.504
ACC-104,Sunset Hardware,2026-05,145672.73,44414.73,1,8,0.305,79781.67,0.548
ACC-104,Sunset Hardware,2026-06,128296.39,37353.39,1,8,0.291,64125.08,0.5
ACC-104,Sunset Hardware,2026-07,130281.92,38717.92,2,8,0.297,69031.36,0.53
ACC-104,Sunset Hardware,2026-08,135148.86,41048.86,1,8,0.304,78588.56999999999,0.581
ACC-105,Vertex Retail Group,2024-09,220754.8,64637.8,1,8,0.293,111126.65,0.503
ACC-105,Vertex Retail Group,2024-10,230881.87,67913.87000000001,1,8,0.294,117857.59,0.51
ACC-105,Vertex Retail Group,2024-11,229460.41,66529.41,1,8,0.29,114961.21,0.501
ACC-105,Vertex Retail Group,2024-12,208296.36,56554.36,1,8,0.272,100966.41,0.485
ACC-105,Vertex Retail Group,2025-01,230456.4,65504.4,1,8,0.284,113692.53,0.493
ACC-105,Vertex Retail Group,2025-02,221864.97,62766.97,2,8,0.283,107903.1,0.486
ACC-105,Vertex Retail Group,2025-03,230719.87,65824.87,1,8,0.285,115516.4,0.501
ACC-105,Vertex Retail Group,2025-04,233743.36,69756.36,1,8,0.298,120108.96,0.514
ACC-105,Vertex Retail Group,2025-05,236870.43,67311.43,1,8,0.284,113137.37,0.478
ACC-105,Vertex Retail Group,2025-06,238976.8,67962.8,1,8,0.284,113646.95,0.476
ACC-105,Vertex Retail Group,2025-07,229890.48,66419.48,1,8,0.289,112926.54,0.491
ACC-105,Vertex Retail Group,2025-08,240181.09,69540.09,2,8,0.29,115446.36,0.481
ACC-105,Vertex Retail Group,2025-09,250772.25,71901.25,1,8,0.287,128427.02,0.512
ACC-105,Vertex Retail Group,2025-10,253304.93,73481.93,1,8,0.29,124757.79,0.493
ACC-105,Vertex Retail Group,2025-11,263009.01,75196.01,1,8,0.286,132221.5,0.503
ACC-105,Vertex Retail Group,2025-12,255276.93,68957.93,1,8,0.27,120037.08,0.47
ACC-105,Vertex Retail Group,2026-01,266688.67,76552.67,1,8,0.287,136744.78,0.513
ACC-105,Vertex Retail Group,2026-02,270478.2,78003.2,1,8,0.288,139196.5,0.515
ACC-105,Vertex Retail Group,2026-03,260862.72,74002.72,1,8,0.284,128814.33,0.494
ACC-105,Vertex Retail Group,2026-04,272189.9,78786.90000000001,2,8,0.289,131599.02,0.483
ACC-105,Vertex Retail Group,2026-05,269880.55,78411.55,1,8,0.291,131578.1,0.488
ACC-105,Vertex Retail Group,2026-06,265092.94,77964.94,1,8,0.294,130714.0,0.493
ACC-105,Vertex Retail Group,2026-07,285416.05,81827.05,1,8,0.287,141252.89,0.495
ACC-105,Vertex Retail Group,2026-08,281795.52,81697.52,1,8,0.29,139988.91,0.497
ACC-106,Kingsway Distributors,2024-09,271986.8,89551.79999999999,1,8,0.329,196687.34,0.723
ACC-106,Kingsway Distributors,2024-10,284233.99,98543.99,1,8,0.347,210347.19,0.74
ACC-106,Kingsway Distributors,2024-11,267993.37,89798.37,1,8,0.335,189780.48,0.708
ACC-106,Kingsway Distributors,2024-12,287616.6,100568.6,1,8,0.35,211205.27,0.734
ACC-106,Kingsway Distributors,2025-01,273080.32,91272.32,1,8,0.334,198451.89,0.727
ACC-106,Kingsway Distributors,2025-02,284940.18,98917.18,2,8,0.347,212085.38,0.744
ACC-106,Kingsway Distributors,2025-03,274631.33,94152.33,1,8,0.343,196027.17,0.714
ACC-106,Kingsway Distributors,2025-04,289411.46,99749.46,1,8,0.345,217209.88,0.751
ACC-106,Kingsway Distributors,2025-05,274729.75,93683.75,1,8,0.341,199934.92,0.728
ACC-106,Kingsway Distributors,2025-06,292576.08,99066.08,2,8,0.339,212113.63,0.725
ACC-106,Kingsway Distributors,2025-07,271814.0,91513.0,1,8,0.337,195679.38,0.72
ACC-106,Kingsway Distributors,2025-08,275862.61,95818.61,1,8,0.347,198305.98,0.719
ACC-106,Kingsway Distributors,2025-09,272019.9,92404.9,1,8,0.34,195132.21,0.717
ACC-106,Kingsway Distributors,2025-10,277876.99,94239.99,1,8,0.339,201330.21,0.725
ACC-106,Kingsway Distributors,2025-11,203133.61,62292.60999999999,2,7,0.307,125929.7,0.62
ACC-106,Kingsway Distributors,2025-12,212197.59,66897.59,1,7,0.315,138008.0,0.65
ACC-106,Kingsway Distributors,2026-01,215393.37,65261.37,1,7,0.303,136762.31,0.635
ACC-106,Kingsway Distributors,2026-02,214652.4,69667.4,1,7,0.325,136256.51,0.635
ACC-106,Kingsway Distributors,2026-03,200789.82,60867.82,1,7,0.303,123866.97,0.617
ACC-106,Kingsway Distributors,2026-04,199274.05,59823.05,2,7,0.3,123951.56,0.622
ACC-106,Kingsway Distributors,2026-05,195814.26,61705.26,1,7,0.315,124108.44,0.634
ACC-106,Kingsway Distributors,2026-06,224388.99,76084.98999999999,2,7,0.339,146129.78,0.651
ACC-106,Kingsway Distributors,2026-07,208582.1,66776.1,1,7,0.32,130504.82,0.626
ACC-106,Kingsway Distributors,2026-08,219546.4,68894.40000000001,1,7,0.314,140581.68,0.64
ACC-107,Ashford Retail,2024-09,218831.47,62472.47,1,8,0.285,105711.49,0.483
ACC-107,Ashford Retail,2024-10,217196.39,62434.39,1,8,0.287,112423.88,0.518
ACC-107,Ashford Retail,2024-11,218325.76,59202.76,1,8,0.271,107825.34,0.494
ACC-107,Ashford Retail,2024-12,211154.59,54567.59,2,8,0.258,102150.85,0.484
ACC-107,Ashford Retail,2025-01,205578.31,52748.31,2,8,0.257,101967.03,0.496
ACC-107,Ashford Retail,2025-02,209702.76,53548.76,1,8,0.255,102010.28,0.486
ACC-107,Ashford Retail,2025-03,213217.65,52184.65,1,8,0.245,108709.33,0.51
ACC-107,Ashford Retail,2025-04,213509.77,52182.77,2,8,0.244,104292.1,0.488
ACC-107,Ashford Retail,2025-05,211758.41,48859.41,1,8,0.231,104325.88,0.493
ACC-107,Ashford Retail,2025-06,210569.89,46013.89,1,8,0.219,101210.05,0.481
ACC-107,Ashford Retail,2025-07,207107.73,43955.73,2,8,0.212,99229.92,0.479
ACC-107,Ashford Retail,2025-08,208228.17,43727.17000000001,2,8,0.21,105633.4,0.507
ACC-107,Ashford Retail,2025-09,209638.75,42135.75,1,8,0.201,102237.16,0.488
ACC-107,Ashford Retail,2025-10,214483.17,40558.17,2,8,0.189,110146.05,0.514
ACC-107,Ashford Retail,2025-11,215736.48,39624.48,1,8,0.184,105324.66,0.488
ACC-107,Ashford Retail,2025-12,219882.82,40673.82,2,8,0.185,111060.12,0.505
ACC-107,Ashford Retail,2026-01,212240.96,36490.96,1,8,0.172,109566.34,0.516
ACC-107,Ashford Retail,2026-02,211443.12,32372.12,2,8,0.153,105329.8,0.498
ACC-107,Ashford Retail,2026-03,206406.79,28475.79,2,8,0.138,104340.98,0.506
ACC-107,Ashford Retail,2026-04,205379.91,27453.91,2,8,0.134,100894.22,0.491
ACC-107,Ashford Retail,2026-05,205469.17,24494.17,2,8,0.119,97186.86,0.473
ACC-107,Ashford Retail,2026-06,207820.24,21837.24,1,8,0.105,98978.29,0.476
ACC-107,Ashford Retail,2026-07,208350.45,21152.45,2,8,0.102,102357.06,0.491
ACC-107,Ashford Retail,2026-08,205294.32,18775.32,1,8,0.091,101013.49,0.492
ACC-108,Belmont Stores,2024-09,204379.37,55946.37,1,8,0.274,93673.96,0.458
ACC-108,Belmont Stores,2024-10,214198.01,62532.01,1,8,0.292,106305.09,0.496
ACC-108,Belmont Stores,2024-11,214308.51,63439.51,1,8,0.296,105951.15,0.494
ACC-108,Belmont Stores,2024-12,214320.38,60347.38,1,8,0.282,108660.61,0.507
ACC-108,Belmont Stores,2025-01,217478.7,64187.7,2,8,0.295,107760.68,0.495
ACC-108,Belmont Stores,2025-02,205750.94,56439.94,2,8,0.274,91650.46,0.445
ACC-108,Belmont Stores,2025-03,201615.57,55498.57,2,8,0.275,92171.03,0.457
ACC-108,Belmont Stores,2025-04,219738.99,64657.99,2,8,0.294,112484.56,0.512
ACC-108,Belmont Stores,2025-05,221533.87,60565.87,2,8,0.273,107748.39,0.486
ACC-108,Belmont Stores,2025-06,202758.75,57458.75,2,8,0.283,89830.82,0.443
ACC-108,Belmont Stores,2025-07,194030.1,55291.1,2,8,0.285,88966.0,0.459
ACC-108,Belmont Stores,2025-08,210089.4,58145.4,2,8,0.277,103208.84,0.491
ACC-108,Belmont Stores,2025-09,216485.47,63155.47,3,8,0.292,105236.89,0.486
ACC-108,Belmont Stores,2025-10,204078.7,58961.7,3,8,0.289,96233.13,0.472
ACC-108,Belmont Stores,2025-11,208262.63,59090.63,3,8,0.284,99528.68,0.478
ACC-108,Belmont Stores,2025-12,192953.04,54572.04,3,8,0.283,91276.15,0.473
ACC-108,Belmont Stores,2026-01,187845.59,50025.59,3,8,0.266,76537.89,0.407
ACC-108,Belmont Stores,2026-02,198396.45,55745.45,3,8,0.281,89368.48,0.45
ACC-108,Belmont Stores,2026-03,186614.98,51160.98,3,8,0.274,75404.76000000001,0.404
ACC-108,Belmont Stores,2026-04,196312.81,58230.81,3,8,0.297,88917.39,0.453
ACC-108,Belmont Stores,2026-05,175071.49,47803.49000000001,4,8,0.273,70261.34,0.401
ACC-108,Belmont Stores,2026-06,197591.49,55142.49,4,8,0.279,87551.81,0.443
ACC-108,Belmont Stores,2026-07,198333.24,57939.24,4,8,0.292,89897.16,0.453
ACC-108,Belmont Stores,2026-08,184299.62,50609.62,4,8,0.275,78712.08,0.427
ACC-109,Quarry Lane Supply,2026-04,222029.66,62951.66,1,8,0.284,110568.98,0.498
ACC-109,Quarry Lane Supply,2026-05,216813.82,62548.82,1,8,0.288,107427.87,0.495
ACC-109,Quarry Lane Supply,2026-06,213011.14,62294.14,2,8,0.292,105136.73,0.494
ACC-109,Quarry Lane Supply,2026-07,167403.37,49222.37,1,8,0.294,83878.22,0.501
ACC-109,Quarry Lane Supply,2026-08,154724.22,43992.22,2,8,0.284,73028.91,0.472
ACC-110,Fairview Depot,2024-09,297553.46,105582.46,1,8,0.355,224204.15,0.753
ACC-110,Fairview Depot,2024-10,280145.21,96982.21,1,8,0.346,203719.14,0.727
ACC-110,Fairview Depot,2024-11,276720.96,94584.96,2,8,0.342,200291.27,0.724
ACC-110,Fairview Depot,2024-12,278014.86,95978.86,1,8,0.345,202816.51,0.73
ACC-110,Fairview Depot,2025-01,261651.95,90431.95,1,8,0.346,188370.39,0.72
ACC-110,Fairview Depot,2025-02,253005.24,86325.24,2,8,0.341,179720.51,0.71
ACC-110,Fairview Depot,2025-03,264311.81,90551.81,1,8,0.343,190837.81,0.722
ACC-110,Fairview Depot,2025-04,279736.34,95276.34,1,8,0.341,203626.46,0.728
ACC-110,Fairview Depot,2025-05,146089.98,50486.98,1,8,0.346,104694.85,0.717
ACC-110,Fairview Depot,2025-06,126848.42,42725.42,2,8,0.337,92523.07,0.729
ACC-110,Fairview Depot,2025-07,144154.97,49432.97,1,8,0.343,103403.29,0.717
ACC-110,Fairview Depot,2025-08,216936.07,72540.07,1,8,0.334,155708.85,0.718
ACC-110,Fairview Depot,2025-09,281582.32,98173.32,1,8,0.349,206726.92,0.734
ACC-110,Fairview Depot,2025-10,287448.86,104181.86,1,8,0.362,212794.38,0.74
ACC-110,Fairview Depot,2025-11,270559.12,91224.12,1,8,0.337,194522.77,0.719
ACC-110,Fairview Depot,2025-12,288519.13,98970.13,1,8,0.343,211276.11,0.732
ACC-110,Fairview Depot,2026-01,273335.3,92510.3,1,8,0.338,196366.31,0.718
ACC-110,Fairview Depot,2026-02,276280.66,93408.66,1,8,0.338,197253.2,0.714
ACC-110,Fairview Depot,2026-03,288648.64,101589.64,1,8,0.352,213000.0,0.738
ACC-110,Fairview Depot,2026-04,296722.81,103168.81,1,8,0.348,217329.76,0.732
ACC-110,Fairview Depot,2026-05,269723.02,92761.02,2,8,0.344,195029.78,0.723
ACC-110,Fairview Depot,2026-06,288691.86,99877.86,1,8,0.346,209514.67,0.726
ACC-110,Fairview Depot,2026-07,285443.38,97111.38,2,8,0.34,208658.35,0.731
ACC-110,Fairview Depot,2026-08,280750.75,95879.75,1,8,0.342,208256.87,0.742
ACC-111,Oakridge Traders,2024-09,199957.67,56445.67,2,8,0.282,93342.16,0.467
ACC-111,Oakridge Traders,2024-10,221721.72,65076.72,2,8,0.294,111516.73,0.503
ACC-111,Oakridge Traders,2024-11,203777.65,57582.65,1,8,0.283,99003.6,0.486
ACC-111,Oakridge Traders,2024-12,201753.89,57467.89,1,8,0.285,96203.79,0.477
ACC-111,Oakridge Traders,2025-01,219354.85,62961.85,1,8,0.287,107114.47,0.488
ACC-111,Oakridge Traders,2025-02,209822.65,60619.65,2,8,0.289,105803.79,0.504
ACC-111,Oakridge Traders,2025-03,214017.52,62993.52,1,8,0.294,107234.98,0.501
ACC-111,Oakridge Traders,2025-04,225149.96,65024.96,1,8,0.289,112793.15,0.501
ACC-111,Oakridge Traders,2025-05,215310.92,61727.92,1,8,0.287,108068.55,0.502
ACC-111,Oakridge Traders,2025-06,220247.26,63260.26,1,8,0.287,113953.01,0.517
ACC-111,Oakridge Traders,2025-07,216802.43,64451.43,1,8,0.297,114532.68,0.528
ACC-111,Oakridge Traders,2025-08,225098.11,66228.11,1,8,0.294,125890.33,0.559
ACC-111,Oakridge Traders,2025-09,229174.96,69865.95999999999,2,8,0.305,130513.88,0.569
ACC-111,Oakridge Traders,2025-10,223453.2,67609.2,1,8,0.303,123315.06,0.552
ACC-111,Oakridge Traders,2025-11,215506.89,66584.89,2,8,0.309,120711.24,0.56
ACC-111,Oakridge Traders,2025-12,237379.84,76425.84,1,8,0.322,138522.97,0.584
ACC-111,Oakridge Traders,2026-01,228705.1,72387.1,1,8,0.317,134877.77,0.59
ACC-111,Oakridge Traders,2026-02,222657.93,71271.93000000001,1,8,0.32,132201.27,0.594
ACC-111,Oakridge Traders,2026-03,241382.33,77596.33,1,8,0.321,150939.24,0.625
ACC-111,Oakridge Traders,2026-04,230744.43,74118.43,1,8,0.321,145892.59,0.632
ACC-111,Oakridge Traders,2026-05,244222.92,79488.92,2,8,0.325,157192.47,0.644
ACC-111,Oakridge Traders,2026-06,249147.73,81748.73,1,8,0.328,165534.87,0.664
ACC-111,Oakridge Traders,2026-07,230824.73,73636.73,1,8,0.319,149540.58,0.648
ACC-111,Oakridge Traders,2026-08,230750.29,74192.29000000001,1,8,0.322,152198.22,0.66
ACC-112,Riverside Retail,2024-09,212439.63,60463.63,2,8,0.285,106966.15,0.504
ACC-112,Riverside Retail,2024-10,219665.95,64568.95,1,8,0.294,111417.28,0.507
ACC-112,Riverside Retail,2024-11,214033.09,63911.09,1,8,0.299,109663.72,0.512
ACC-112,Riverside Retail,2024-12,193788.63,53000.63,1,8,0.273,90645.04,0.468
ACC-112,Riverside Retail,2025-01,182284.85,51765.85,2,8,0.284,83039.1,0.456
ACC-112,Riverside Retail,2025-02,202256.02,61693.02,1,8,0.305,107480.19,0.531
ACC-112,Riverside Retail,2025-03,200553.45,59427.45,1,8,0.296,105609.37,0.527
ACC-112,Riverside Retail,2025-04,173701.2,50030.2,1,8,0.288,81854.05,0.471
ACC-112,Riverside Retail,2025-05,179529.99,54004.99,1,8,0.301,93732.03,0.522
ACC-112,Riverside Retail,2025-06,178039.33,50504.33,1,8,0.284,84124.0,0.473
ACC-112,Riverside Retail,2025-07,170737.99,50971.99000000001,1,8,0.299,84843.45999999999,0.497
ACC-112,Riverside Retail,2025-08,165019.89,45083.89,2,8,0.273,75794.89,0.459
ACC-112,Riverside Retail,2025-09,164044.0,45992.0,1,8,0.28,82630.92,0.504
ACC-112,Riverside Retail,2025-10,167389.73,49940.73,1,8,0.298,85235.51,0.509
ACC-112,Riverside Retail,2025-11,164749.0,47390.0,1,8,0.288,82772.64,0.502
ACC-112,Riverside Retail,2025-12,164418.05,48084.05,1,8,0.292,85120.98,0.518
ACC-112,Riverside Retail,2026-01,158269.54,44673.54,1,8,0.282,76095.57999999999,0.481
ACC-112,Riverside Retail,2026-02,159651.76,47175.76,1,8,0.295,80092.12,0.502
ACC-112,Riverside Retail,2026-03,159331.11,46812.11,1,8,0.294,85508.94,0.537
ACC-112,Riverside Retail,2026-04,149642.72,42802.72,2,8,0.286,74801.9,0.5
ACC-112,Riverside Retail,2026-05,142154.39,41909.39,2,8,0.295,71275.16,0.501
ACC-112,Riverside Retail,2026-06,140545.99,40163.99,1,8,0.286,69382.01000000001,0.494
ACC-112,Riverside Retail,2026-07,137641.34,39185.34,2,8,0.285,66837.56,0.486
ACC-112,Riverside Retail,2026-08,152197.33,46401.33,2,8,0.305,84773.44,0.557
ACC-113,Meadowlark Supplies,2024-09,209967.67,44701.67,1,8,0.213,51084.05,0.243
ACC-113,Meadowlark Supplies,2024-10,227782.09,53262.09,2,8,0.234,68131.85,0.299
ACC-113,Meadowlark Supplies,2024-11,203772.63,43975.63,1,8,0.216,50190.82,0.246
ACC-113,Meadowlark Supplies,2024-12,211098.26,44358.26,2,8,0.21,48089.59,0.228
ACC-113,Meadowlark Supplies,2025-01,211063.69,44206.69,1,8,0.209,52361.15,0.248
ACC-113,Meadowlark Supplies,2025-02,200165.79,41581.79,1,8,0.208,43078.48,0.215
ACC-113,Meadowlark Supplies,2025-03,218376.78,47884.78,1,8,0.219,65000.11,0.298
ACC-113,Meadowlark Supplies,2025-04,206200.14,44006.14,2,8,0.213,47769.64,0.232
ACC-113,Meadowlark Supplies,2025-05,220475.8,52124.8,1,8,0.236,65769.37,0.298
ACC-113,Meadowlark Supplies,2025-06,231856.45,52926.45,2,8,0.228,68246.86,0.294
ACC-113,Meadowlark Supplies,2025-07,212068.2,44708.2,2,8,0.211,48322.83,0.228
ACC-113,Meadowlark Supplies,2025-08,230644.69,52767.69,2,8,0.229,66093.46,0.287
ACC-113,Meadowlark Supplies,2025-09,215388.08,44398.08,1,8,0.206,49989.35,0.232
ACC-113,Meadowlark Supplies,2025-10,219967.42,45509.42,1,8,0.207,51293.22,0.233
ACC-113,Meadowlark Supplies,2025-11,210085.78,43254.78,2,8,0.206,50160.07,0.239
ACC-113,Meadowlark Supplies,2025-12,202090.94,41737.94,1,8,0.207,46892.66,0.232
ACC-113,Meadowlark Supplies,2026-01,203952.82,43346.82,1,8,0.213,49457.41,0.242
ACC-113,Meadowlark Supplies,2026-02,221311.13,49713.13,1,8,0.225,65238.77,0.295
ACC-113,Meadowlark Supplies,2026-03,202967.45,41603.45,1,8,0.205,45683.5,0.225
ACC-113,Meadowlark Supplies,2026-04,222547.03,51341.03,1,8,0.231,66026.6,0.297
ACC-113,Meadowlark Supplies,2026-05,197548.41,42101.41,1,8,0.213,42182.68,0.214
ACC-113,Meadowlark Supplies,2026-06,231521.12,54257.12,1,8,0.234,68281.33,0.295
ACC-113,Meadowlark Supplies,2026-07,200101.4,38681.4,1,8,0.193,41384.16,0.207
ACC-113,Meadowlark Supplies,2026-08,204996.67,42882.67,1,8,0.209,39582.82,0.193
ACC-114,Ironclad Retailers,2024-09,222132.0,65145.0,1,8,0.293,114718.33,0.516
